text,emoji
"""She decided to get a haircut and now has a stylish short hairdo.""",[':person_getting_haircut:']
"""With just a little trim, I styled my short curly hair.""","[':pinching_hand:', ':curly_hair:']"
Three friends with short hair styles are enjoying their time together.,"[':woman_red_hair:', ':woman_curly_hair:', ':person_curly_hair:']"
She decided to get a haircut and now has short hair.,[':woman_getting_haircut:']
"""She decided to get a short haircut.""","[':pinching_hand:', ':woman_getting_haircut:']"
A man and a woman with short hair.,"[':man_curly_hair:', ':woman_curly_hair:']"
The short smokestack on the ship emitted a puff of smoke.,"[':shorts:', ':passenger_ship:', ':dashing_away:']"
The factory has a short smokestack.,"[':pinching_hand:', ':factory:']"
"The ship with a short smokestack is leaving the harbor, leaving a trail of smoke behind.","[':ship:', ':dashing_away:']"
The factory has a short smokestack.,"[':pinching_hand:', ':factory:']"
The short smokestack is releasing a puff of smoke into the air.,"[':hot_springs:', ':lungs:', ':dashing_away:']"
The small smokestack is designed to fit tightly with the machinery components.,"[':pinching_hand:', ':nut_and_bolt:', ':gear:']"
The ship has a short smokestack.,"[':pinching_hand:', ':ship:']"
The small smokestack is emitting smoke from a nearby shipping container.,"[':pinching_hand:', ':cigarette:', ':package:']"
"""Due to a short supply, we can't keep enough swim trunks and charging cables in stock.""","[':shorts:', ':electric_plug:']"
"""There's a limited amount of bright ideas.""","[':pinching_hand:', ':light_bulb:', ':high_voltage:']"
"""Due to a short supply, we have to cancel the project and rethink our tools.""","[':cross_mark:', ':pencil:', ':axe:', ':wrench:']"
"""There's a shortage of clean drinking water.""","[':cross_mark_button:', ':potable_water:']"
There is a short supply of jackets and clothing items like shirts and pants.,"[':fast_down_button:', ':coat:', ':woman’s_clothes:', ':t-shirt:', ':jeans:']"
"""There's a warning about a short supply of bread!""","[':double_exclamation_mark:', ':warning:', ':bread:']"
"""There is a shortage of huts available.""","[':hut:', ':cross_mark:']"
"""There's only a tiny amount of the supplies left in the box.""","[':pinching_hand:', ':package:']"
"""Investing in short-term gains can lead to quick profits.""","[':shorts:', ':dollar_banknote:']"
"""There's not much money left.""","[':pinching_hand:', ':heavy_dollar_sign:']"
"""Don't spend your money carelessly.""","[':cross_mark:', ':money_bag:']"
"""Not enough money.""","[':cross_mark_button:', ':money_bag:']"
"""I don't know where all my money went.""","[':person_shrugging:', ':money_with_wings:', ':money_with_wings:', ':money_with_wings:']"
"""I have just a little bit of money.""","[':pinching_hand:', ':dollar_banknote:']"
I’m feeling down about my lack of cash.,"[':money_bag:', ':money_with_wings:', ':pensive_face:']"
"""There's just a little bit of money left.""","[':pinching_hand:', ':pound_banknote:']"
"""Get ready for a short flight in your comfy shorts!""","[':shorts:', ':airplane:']"
"""Feeling a bit emotional as I prepare for my short flight.""","[':smiling_face_with_tear:', ':airplane:']"
"""Time is running out for our short flight!""","[':hourglass_not_done:', ':airplane:']"
"""Time is running out as I prepare for my short flight.""","[':hourglass_not_done:', ':airplane:']"
"""Time is running out for a short flight!""","[':hourglass_not_done:', ':airplane:', ':airplane_departure:', ':airplane_arrival:']"
"""I'm taking a short flight!""","[':pinching_hand:', ':airplane:']"
Taking a short flight.,"[':airplane_departure:', ':pinching_hand:', ':hourglass_done:', ':airplane_arrival:']"
Taking a short flight.,"[':airplane_departure:', ':airplane_arrival:']"
"""August is a short month for summer fun!""","[':shorts:', ':spiral_calendar:']"
"""February is a short month.""","[':pinching_hand:', ':calendar:']"
"""The month is flying by quickly!""","[':hourglass_not_done:', ':spiral_calendar:']"
"""The month is short, making time feel like it's slipping away quickly.""","[':hourglass_done:', ':spiral_calendar:']"
"""The month of February is short, with only 28 days, except in leap years when it has 29.""","[':hourglass_not_done:', ':spiral_calendar:', ':calendar:']"
"""Next month will be short.""","[':SOON_arrow:', ':calendar:']"
"""February is a short month.""","[':pinching_hand:', ':hourglass_done:', ':spiral_calendar:']"
"""February is a short month.""","[':hourglass_done:', ':calendar:']"
"""Once upon a time, a young boy in his swim trunks discovered an old book that held secrets of a magical summer.""","[':shorts:', ':open_book:']"
"""Here's a brief tale captured in a small orange book.""","[':pinching_hand:', ':orange_book:', ':open_book:']"
"""Time is running out to finish this captivating short story.""","[':hourglass_not_done:', ':closed_book:']"
"""Time is running out to finish my short story.""","[':hourglass_done:', ':notebook_with_decorative_cover:']"
"""Once upon a time, a timeless tale unfolded within the pages of a book.""","[':watch:', ':open_book:']"
"""Tell me a brief tale.""","[':pinching_hand:', ':speaking_head:']"
"""Tell a brief tale.""","[':pinching_hand:', ':speaking_head:', ':open_book:']"
"""While time ticks away, I immerse myself in a captivating short story.""","[':hourglass_done:', ':open_book:']"
"""Life can be short and fleeting, much like a summer day spent in swim trunks and a pair of goggles.""","[':shorts:', ':alien:']"
"""Life can be short and fleeting, just like a delicate touch.""","[':pinching_hand:', ':skull_and_crossbones:']"
"Time is fleeting for the elderly woman and man, reminding us of the brevity of life.","[':hourglass_not_done:', ':one_o’clock:', ':woman_white_hair:', ':older_person:']"
"""Life is brief, so let's greet each moment with a smile!""","[':waving_hand:', ':grinning_face:', ':hourglass_done:']"
"""Time is fleeting, and our hearts beat with a love that is all too brief.""","[':hourglass_not_done:', ':anatomical_heart:', ':beating_heart:']"
"A family of four experiences a tragic loss, reminding us that life can be unexpectedly short.","[':family_man_woman_girl_girl:', ':backhand_index_pointing_right:', ':skull:', ':family_man_woman_girl:']"
A baby grows old quickly and faces the inevitability of death.,"[':baby:', ':older_person:', ':coffin:', ':hourglass_done:', ':pinching_hand:']"
"Time is fleeting, and life is often too brief.","[':hourglass_done:', ':coffin:']"
"""Time flies as I embark on a long and emotional journey.""","[':stopwatch:', ':world_map:', ':smiling_face_with_tear:']"
"""Embarking on a long journey down the winding road.""","[':footprints:', ':motorway:']"
"After a long and tiring journey, I felt exhausted and lost as I stared at the map, wondering how much farther I had to go.","[':sleepy_face:', ':world_map:']"
"The journey ahead will be long, with time passing as we travel by car and plane along the tracks.","[':hourglass_not_done:', ':automobile:', ':airplane:', ':railway_track:']"
"Embarking on a long journey across distant lands by train and ship, guided by a map.","[':railway_track:', ':ship:', ':world_map:']"
The bus is embarking on a long journey down the highway.,"[':motorway:', ':bus:']"
"""Embarking on a far journey to explore uncharted territories with my map and telescope.""","[':world_map:', ':telescope:']"
Two people standing on opposite sides of the Earth.,"[':person_standing:', ':globe_showing_Americas:', ':person_standing:']"
"""Take the road to the far side.""","[':down-left_arrow:', ':motorway:']"
"""I'm feeling sleepy and longing for the far side.""","[':sleepy_face:', ':backhand_index_pointing_right:']"
"""Do not measure the distance to the far side.""","[':prohibited:', ':SOON_arrow:', ':straight_ruler:']"
The far side of the room is where the echo can be heard the loudest.,[':left-right_arrow:']
"""Look up to the far side of the sky.""",[':up_arrow:']
"""Look towards the far side where the horizon meets the sky.""","[':up-right_arrow:', ':up-right_arrow:']"
"""Embark on a long trek through the fields and mountains with a compass in hand.""","[':person_walking:', ':sheaf_of_rice:', ':snow-capped_mountain:', ':compass:']"
"A woman and a man are walking a long distance, sweating from their far trek.","[':woman_walking:', ':person_walking:', ':sweat_droplets:']"
"Feeling dizzy from the long trek, she keeps pushing forward.","[':face_with_spiral_eyes:', ':woman_walking:']"
"""Do not go on a long trek.""","[':prohibited:', ':SOON_arrow:', ':hiking_boot:', ':person_walking:']"
"""A climber embarks on a long journey through uncharted territories.""","[':man_climbing:', ':world_map:']"
A man is setting out on a long hiking journey.,"[':man_walking:', ':hiking_boot:']"
"""Setting off on a long trek through the forest with my backpack.""","[':person_walking:', ':backpack:', ':evergreen_tree:', ':evergreen_tree:']"
"""Traveling between distant countries around the world.""","[':globe_showing_Americas:', ':left-right_arrow:', ':globe_showing_Asia-Australia:']"
"""Packing my suitcase for a departure to a faraway country at noon.""","[':luggage:', ':airplane_departure:', ':twelve-thirty:']"
"""I feel dizzy thinking about traveling to a faraway country like the Azores.""","[':face_with_spiral_eyes:', ':Åland_Islands:']"
"""Traveling to distant countries like the USA, France, and Canada is currently not allowed.""","[':prohibited:', ':SOON_arrow:', ':United_States:', ':Clipperton_Island:', ':Côte_d’Ivoire:', ':Ascension_Island:', ':Åland_Islands:']"
Exploring a distant land using a map.,"[':world_map:', ':left-right_arrow:']"
"""Let's embark on a journey to a distant country by sea and air!""","[':world_map:', ':passenger_ship:', ':airplane_departure:']"
"""Traveling to a distant country across the globe.""","[':globe_showing_Americas:', ':right_arrow_curving_up:', ':up-right_arrow:']"
"""These are just ordinary kids.""","[':girl:', ':child:', ':boy:']"
"""Average people come together and support one another, regardless of their differences.""","[':people_holding_hands:', ':women_holding_hands:', ':men_holding_hands:', ':woman_gesturing_OK:']"
The average person often feels confused about various aspects of life.,"[':confused_face:', ':man:']"
"A diverse group of average people includes men, women, and children.","[':man:', ':person:', ':woman:', ':girl:']"
"""Average people standing together.""","[':man_standing:', ':woman_standing:', ':person_standing:']"
"""Everyday individuals, representing the average person.""","[':man_pouting:', ':woman_pouting:']"
"""Average people often find themselves unsure about various situations.""","[':man:', ':person:', ':person_shrugging:']"
"""Your writing is good enough to meet average standards.""","[':memo:', ':OK_hand:']"
"""She achieved average merit by winning two trophies.""","[':trophy:', ':trophy:', ':woman_gesturing_OK:']"
"The performance was average, but it met expectations perfectly.","[':neutral_face:', ':hundred_points:']"
"""Feeling indifferent about my average performance at work, just like receiving a bronze medal.""","[':neutral_face:', ':briefcase:', ':3rd_place_medal:']"
The silver medal represents average merit in competitions.,[':2nd_place_medal:']
"""He's a typical guy, just like everyone else.""","[':man_gesturing_OK:', ':person_gesturing_OK:']"
"""Receiving a medal, but unsure if it truly reflects my average performance.""","[':sports_medal:', ':person_shrugging:']"
The average-sized person stands confidently.,[':person_standing:']
"The shirt fits well, but it's not the right size for me.","[':t-shirt:', ':thumbs_up:', ':thumbs_down:']"
"""Can you show me what an average size looks like?""","[':face_with_raised_eyebrow:', ':palms_up_together:']"
The average size is neither too large nor too small; it falls right in the middle.,"[':cross_mark:', ':black_large_square:', ':cross_mark:', ':black_small_square:']"
The average size is represented by a balance between different measurements.,"[':wavy_dash:', ':balance_scale:']"
The average-sized man stands next to another average-sized person.,"[':man_standing:', ':person_standing:']"
The average size is uncertain or varies.,"[':person_shrugging:', ':straight_ruler:']"
The task is unpleasant and requires a lot of note-taking.,"[':thumbs_down:', ':memo:']"
Cleaning up messes can be a dirty job.,"[':pile_of_poo:', ':broom:']"
